"chekhov_V1_36_Nenuzhnaya_pobe" "chekhov_V7_11_Step_Istoriya_" "chekhov_V7_7_Duel" "chekhov_V9_11_Moya_zhizn_Ras" "chekhov_V9_4_Tri_goda" "gogol_bulba" "gogol_md" "gogol_portret" "lermontov_bela" "lermontov_knyaginya_lig" "lermontov_knyazhna_mery" "lermontov_vadim" "leskov_010" "leskov_015" "leskov_018" "leskov_020" "tolstoy_v02_079_226_Junost" "tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj" "tolstoy_v12_003_341_Vojna_i_mir_Tom_chetvertyj" "tolstoy_v18_003_458_Anna_Karenina_Chasti_1_4" "turgenev_dym" "turgenev_nov" "turgenev_otsy_i_deti" "unknown_013"
"lermontov_knyazhna_mery" 0.970697679551548 1.40331718306802 1.13003143462777 1.14446061690474 1.29645055074347 1.38765694846592 1.32116139231998 1.45955389939614 1.12349930993911 0.935663158928269 0 1.02548128523182 1.0004895693623 1.15960190955792 1.30078297558323 1.13940246419655 1.2918645703651 1.22637004498421 1.4347939916817 1.24402152804092 1.10283623484011 1.02094746055903 1.05374111494808 1.21530271160498
"lermontov_vadim" 0.985966089601622 1.12789317885334 1.14518811229891 1.35270480757055 1.26388830862468 1.12605601290285 1.269955984822 1.20000587110148 1.17411480708533 0.859869593189171 1.02548128523182 0 1.09984332022426 1.10221398932111 1.22607174882352 1.18611877077569 1.38549927802832 0.996621751544978 1.1861908493276 1.29576791075523 1.15663116689433 1.10632957950184 1.18712527253554 1.3842688564199
"leskov_010" 1.01125663134384 1.05323027965201 1.02246211714357 1.11484294508459 1.04193953526592 1.2959674081775 1.19695204651057 1.35144581475982 1.23883310530197 0.883922842815201 1.0004895693623 1.09984332022426 0 0.638939681266079 0.817675677160551 0.846700292769222 1.19998290764474 0.932607823565646 1.23843478973086 1.11683161251331 0.864172008085903 0.835658009975811 0.842848050127793 0.771182262462074
"leskov_015" 1.06307495408849 0.956727106833013 0.978399551360437 1.25897670400829 1.11617835526704 1.16208807923799 1.08503468277787 1.32840660997011 1.22042009812887 1.06476370549623 1.15960190955792 1.10221398932111 0.638939681266079 0 0.800134465880699 0.818880451492459 1.24818277571907 0.925745949727119 1.22366641402964 1.05000468762072 0.793156413384367 0.703728384174502 0.785149887387966 0.545274519008222
"leskov_018" 1.1196978080539 1.11789121345949 1.10326465804778 1.1312889490754 0.964818213976692 1.27401718812703 1.07830051061738 1.24649790930231 1.31452097155166 0.961741659235424 1.30078297558323 1.22607174882352 0.817675677160551 0.800134465880699 0 0.73319707628063 1.08064442793962 0.962794805595 0.942565834416823 0.914072754254279 1.06019103131685 0.950728274493576 1.08240797576845 0.910668538822388
"leskov_020" 1.18369920951637 1.21246516438892 1.16580287590579 1.0217270955948 1.13980518017933 1.36450606887831 1.21852598301805 1.37394775568651 1.38332147496802 1.06600743068327 1.13940246419655 1.18611877077569 0.846700292769222 0.818880451492459 0.73319707628063 0 0.972114792937064 0.978916319680601 1.10161788593381 1.09547090768995 1.13818005607032 1.02152744334869 1.09870250967143 0.891685747182087
"tolstoy_v02_079_226_Junost" 1.36805836305674 1.32319037328594 1.27654851279293 0.934493869990113 1.143088447401 1.3101216538264 1.14126047164957 1.19885838887263 1.43288132960956 1.10947361675094 1.2918645703651 1.38549927802832 1.19998290764474 1.24818277571907 1.08064442793962 0.972114792937064 0 1.00704410768966 0.975724419871198 1.05684007056124 1.32689907101802 1.26588819007292 1.38046571611122 1.27332968279168
"tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj" 0.982334998950118 0.917956860407365 0.887630366174681 1.07361292676372 0.943158068676915 1.15288687286299 1.12911836689924 1.14407488537784 1.20705956143818 0.89854687156992 1.22637004498421 0.996621751544978 0.932607823565646 0.925745949727119 0.962794805595 0.978916319680601 1.00704410768966 0 0.893408004842994 0.833881320106456 0.972013343329224 0.937119062313308 0.969660050068266 1.2096723452305
"tolstoy_v12_003_341_Vojna_i_mir_Tom_chetvertyj" 1.24918954503459 1.10647440904882 1.13219090569788 1.1466481764143 1.13917097424405 1.26798390516755 1.19384566757857 1.05103652877742 1.56135196556219 1.03220291584148 1.4347939916817 1.1861908493276 1.23843478973086 1.22366641402964 0.942565834416823 1.10161788593381 0.975724419871198 0.893408004842994 0 0.937529943153416 1.36488395357086 1.16251335677757 1.35919613283492 1.34476870781644
"tolstoy_v18_003_458_Anna_Karenina_Chasti_1_4" 1.18609989685071 1.23892080609674 1.05399627646405 1.18371733206629 0.868778106740772 1.43765214467183 1.27711283571658 1.32281658703929 1.38892015085498 1.06643891857735 1.24402152804092 1.29576791075523 1.11683161251331 1.05000468762072 0.914072754254279 1.09547090768995 1.05684007056124 0.833881320106456 0.937529943153416 0 1.02439980614324 0.894133682185243 1.03646508352322 1.25816753358874
"turgenev_dym" 1.07948562452129 1.12768052417524 0.969903923279676 1.28076564199332 1.07962235577434 1.47069729823071 1.32169237378724 1.42968564787751 1.27729054170467 1.07778008014763 1.10283623484011 1.15663116689433 0.864172008085903 0.793156413384367 1.06019103131685 1.13818005607032 1.32689907101802 0.972013343329224 1.36488395357086 1.02439980614324 0 0.492828872587639 0.459100398830466 1.00798652759727
"turgenev_nov" 1.0162371431565 1.0754765035303 0.844942537505044 1.25380028639129 1.06441290556275 1.35276335326044 1.1811715198856 1.30205917238167 1.16988225816143 1.00801801092434 1.02094746055903 1.10632957950184 0.835658009975811 0.703728384174502 0.950728274493576 1.02152744334869 1.26588819007292 0.937119062313308 1.16251335677757 0.894133682185243 0.492828872587639 0 0.455654060061112 0.904606827604311
"turgenev_otsy_i_deti" 1.00836627712868 1.11918061785228 0.911936473017773 1.2545309275949 1.03646991373242 1.48600819023279 1.27493443802455 1.45382984521711 1.22681330766696 1.06504421945989 1.05374111494808 1.18712527253554 0.842848050127793 0.785149887387966 1.08240797576845 1.09870250967143 1.38046571611122 0.969660050068266 1.35919613283492 1.03646508352322 0.459100398830466 0.455654060061112 0 0.999664599574204
"unknown_013" 1.32808238462846 1.17375007051991 1.18044097403215 1.30849630428817 1.31366842024787 1.42400154810756 1.08611444034872 1.46307787222109 1.36609103446958 1.27211680223352 1.21530271160498 1.3842688564199 0.771182262462074 0.545274519008222 0.910668538822388 0.891685747182087 1.27332968279168 1.2096723452305 1.34476870781644 1.25816753358874 1.00798652759727 0.904606827604311 0.999664599574204 0
