"chekhov_V1_36_Nenuzhnaya_pobe" "chekhov_V7_11_Step_Istoriya_" "chekhov_V7_7_Duel" "chekhov_V9_11_Moya_zhizn_Ras" "chekhov_V9_4_Tri_goda" "gogol_bulba" "gogol_md" "gogol_portret" "lermontov_bela" "lermontov_knyaginya_lig" "lermontov_knyazhna_mery" "lermontov_vadim" "leskov_010" "leskov_015" "leskov_018" "leskov_020" "tolstoy_v02_079_226_Junost" "tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj" "tolstoy_v12_003_341_Vojna_i_mir_Tom_chetvertyj" "tolstoy_v18_003_458_Anna_Karenina_Chasti_1_4" "turgenev_dym" "turgenev_nov" "turgenev_otsy_i_deti" "unknown_013"
"а" 0.522203020512435 1.14652221594497 0.727072768375389 0.734585341532325 0.677823975402676 0.653183284803652 0.809788541111365 0.331409633735215 1.01405443871197 0.429076224129228 0.478943734898171 0.427951694219721 0.779986035184523 1.2215636014098 1.10550204472939 0.836284051885198 0.39390807511554 0.390852093339415 0.373192066482801 0.466835119059278 0.735421567413644 0.918868267576677 0.878370376218862 1.2910620080565
"его" 0.612367570816741 0.780964407962514 0.708743202786094 0.309124148246635 0.751196673771007 0.724010387975132 0.59020638184449 1.33135249414319 0.640455434975983 0.77233720343261 0.535036244390749 1.02591159573221 0.442786832200821 0.743952258891381 0.6501190886349 0.551591608690237 0.479709834051598 0.727145885320239 0.829214567233737 0.905594839349957 0.70570756468986 0.813974629725458 0.696774702933165 0.473614130892788
"то" 0.323089638590428 0.953773553554219 0.797336103134356 0.924048529167359 0.751196673771007 0.519398756590855 0.794557408676668 0.66281926747043 0.613769791851984 0.560323069156991 0.491888160165689 0.612615781451518 0.73230129940905 0.605775392502403 0.572224635618737 0.663689258198253 0.932119108441723 0.670798787195793 0.897481408663517 0.680338732950724 0.517518880772564 0.595795862994923 0.552682483912992 0.680925654379667
"это" 0.413254188894733 0.355588049582932 0.604875664446753 0.614924380920725 0.628908843157122 0.309540673119803 0.463280278222019 0.582823838637792 0.453655933107988 0.368500757193337 0.539351052813255 0.483644037988041 0.965615899453329 0.914170137776354 0.880806507182767 0.916353801533781 0.538211033326183 0.465087159122416 0.592556183610497 0.803739904282478 0.668565061285131 0.646144809163508 0.726382693142789 1.09386324181288
"но" 0.401983620106695 0.329002027184208 0.513227836500275 0.468672095728769 0.635896719192201 0.474803913853257 0.515319980707232 0.537112165019142 0.204589930617328 0.530035335689046 0.547980669658267 0.691757533122289 0.451301963589298 0.666853572572893 0.708539928397022 0.823828757495418 0.756615510617968 0.508018281502947 0.648079881306718 0.918000248108175 0.732945400519995 0.693696591656061 0.647428052583791 0.679240194839123
"она" 0.931700353144489 0.279153235186601 0.580436243661025 0.990526840618248 1.16697529785822 0.241336795991711 0.119310537405123 0.0914233472373007 0.853940579967977 0.706713780918728 0.927683810838799 0.577441669597843 0.582434986971849 0.285365267542454 0.846353191425618 0.482197825661465 0.454359314365945 0.502651891205381 0.557967650619408 1.15566176326563 0.817135074904049 0.660130627543671 0.629663258458016 0.143264060946217
"к" 0.638665564655496 0.561629723173042 0.528502474491355 0.598304803058002 0.64987247126236 0.414469714855329 0.451856928895997 0.479972572995829 0.524817648105319 0.585562847046946 0.474628926475664 0.527611677805135 0.527938146085594 0.528676706183915 0.659106910136765 0.651233963808473 0.686414071488466 0.756661031956854 0.637157186677953 0.687520811705483 0.594280054475672 0.604187354023021 0.627689392444041 0.503952402622575
"за" 0.574799008189947 0.388820577581337 0.415470153357365 0.422137277713146 0.450718004262604 0.55612392119829 0.4366257964613 0.474258613793498 0.676036292474649 0.398788490661282 0.409906800138074 0.46019463008559 0.524532093530203 0.619793335469401 0.603682010875264 0.473301186811623 0.325656675961857 0.431994418954091 0.345885329910889 0.366286016492665 0.329330196855268 0.355239786856128 0.432276657060519 0.613507272757917
"по" 0.447065895258847 0.604832009570968 0.418525080955581 0.624896127638358 0.545054330736173 0.553500695154902 0.486126976874064 0.399977144163191 0.595979363102651 0.474507824331146 0.336555056955471 0.419158166256302 0.417241438035389 0.495634412047421 0.504815974354749 0.475080514581591 0.446559154462666 0.392640890105271 0.408690824026287 0.34735144523012 0.349139532004457 0.395798660158599 0.420433460976669 0.493839645379313
"так" 0.341873919903824 0.365557807982453 0.387975804973422 0.329067641681901 0.363369553824115 0.354135515857401 0.571167466301119 0.30855379692589 0.569293719978652 0.408884401817264 0.314981014842941 0.337085238597725 0.413835385479998 0.413529317526434 0.513803795856614 0.434155975872315 0.522610713519627 0.40874006099797 0.425074865969435 0.476628862815767 0.430853039494862 0.483909315953623 0.412537996920769 0.4972105644604
"же" 0.450822751521527 0.315709015984846 0.467403922527036 0.339039388399535 0.342405925718878 0.474803913853257 0.530551113141929 0.348551511342209 0.231275573741327 0.252397778899546 0.194166379012772 0.178801735256185 0.342308281816788 0.581744633130407 0.473358599098222 0.521343036600772 0.405608314970457 0.31840582432227 0.44509980612217 0.46226470530625 0.396186702983781 0.467126333897428 0.371086810627295 0.603394515514655
"у" 0.319332782327748 0.465255391977668 0.559051750473514 0.744557088249958 0.709269417560533 0.406600036725165 0.455664712004671 0.468544654591166 0.578188934353318 0.424028268551237 0.478943734898171 0.275530542853793 0.521126040974812 0.490628003844922 0.399958056832991 0.425259337022473 0.368557555429886 0.274580303558811 0.225735688994475 0.321234795212818 0.411043704345673 0.426567460594957 0.475701709367968 0.58316900102813
"было" 0.379442482530618 0.475225150377189 0.296327977026944 0.535150407179658 0.552042206771252 0.543007790981349 0.505165892417435 0.582823838637792 0.391389432485323 0.338213023725391 0.284777355885399 0.298979950756243 0.320168940206747 0.253324255046459 0.417933699836721 0.421700681482536 0.553811353132739 0.438255207634585 0.570710794352967 0.532779660352967 0.242664355577566 0.274122040251185 0.205282065453397 0.237649795216666
"ее" 0.525959876775115 0.169485892791865 0.336042035803751 0.368954628552435 0.475175570385381 0.251829700165263 0.162465412636763 0.119993143248957 0.604874577477317 0.726905603230692 0.793924749741111 0.641927541329581 0.516016962141726 0.270346042934957 0.615665772877751 0.459066564651875 0.319806556034399 0.311250637258848 0.383204536559169 0.623535019163092 0.571994552432834 0.352442623180095 0.37700840866922 0.13989314186513
"из" 0.469607032834924 0.422053105579741 0.342151891000183 0.349011135117168 0.314454421578561 0.548254243068125 0.408702053664357 0.411405062567853 0.400284646859989 0.398788490661282 0.340869865377977 0.328291710634307 0.313356835095966 0.334428067926947 0.387974294830505 0.288251098734898 0.31395643610694 0.347026572575957 0.38593521021636 0.28336565268773 0.277330692088647 0.283912113117299 0.262524179858671 0.316866393622221
"вы" 0.661206702231573 0.132930111993619 0.320767397812672 0.295828485956457 0.352887739771496 0.102305815692138 0.227197725484223 0.125707102451288 0.266856431239993 0.540131246845028 0.565239903348291 0.114315863524446 0.454708016144689 0.354453700736943 0.244169150800665 0.245547232255654 0.191103917630311 0.266530718112462 0.101034925316075 0.300341475198976 0.846849077627832 0.622368917917232 0.787572539576014 0.439904940081913
"да" 0.165301675557893 0.332325279984048 0.253558990651922 0.103041382748878 0.136263582684043 0.278061960599145 0.467088061330693 0.194274612879264 0.49813200498132 0.106007067137809 0.116499827407663 0.26966819087818 0.379774859926089 0.579742069849407 0.34303518732118 0.288251098734898 0.120902478500809 0.181562871734328 0.159289296669488 0.295118145195516 0.54228054970905 0.562229898882533 0.515179029647468 0.603394515514655
"мне" 0.341873919903824 0.116313847994417 0.229119569866194 0.777796243975403 0.24108172321023 0.136407754256184 0.147234280202066 0.097137306439632 0.62266500622665 0.201918223119637 0.793924749741111 0.228631727048892 0.415538411757693 0.326417814802948 0.215707716044759 0.749096991156741 0.920418868586806 0.1806684733514 0.107406497182855 0.248108175164372 0.406091370558376 0.360834114208193 0.36911294461332 0.552830729298343
"о" 0.274250507175595 0.475225150377189 0.21689985947333 0.382250290842613 0.422766500122288 0.123291624039243 0.205620287868403 0.26284212330724 0.240170788115994 0.262493690055528 0.241629271660338 0.334154062609919 0.309950782540575 0.292374239025953 0.349027068322423 0.325616981904237 0.325656675961857 0.262953124580751 0.527020015837907 0.410684321522078 0.299616194131484 0.376218514426372 0.292132170068296 0.256189850162647
"только" 0.300548501014351 0.285799740786282 0.348261746196615 0.295828485956457 0.279515041403166 0.411846488811941 0.399817226410784 0.428546940174847 0.533712862479986 0.191822311963655 0.332240248532965 0.181732911243991 0.246938810265842 0.242310157000961 0.32505954431745 0.241988576715717 0.382207835260623 0.257586734283184 0.433266886941008 0.370856430245692 0.284759192769593 0.334261059285884 0.288184438040346 0.353946503514183
"от" 0.417011045157412 0.475225150377189 0.403250442964502 0.405517699850424 0.32493623563118 0.301670994989638 0.201812504759729 0.302839837723559 0.195694716242661 0.297829379101464 0.302036589575423 0.310704654707469 0.246938810265842 0.31340115347645 0.389472265080816 0.343410259603922 0.284705836469648 0.330927401683258 0.432356662388611 0.26051358392259 0.240188188683917 0.255940476356974 0.268445777900596 0.296640879135696
"все" 0.0976782628296641 0.219334684789472 0.186350583491171 0.219378427787934 0.16421508682436 0.36987487211773 0.200543243723504 0.279984000914233 0.222380359366661 0.181726400807673 0.211425612702796 0.172939383280572 0.670992353412013 0.609780519064402 0.593196219123088 0.58361950854967 0.243754996977438 0.193190050712388 0.242119730937622 0.185428215122846 0.200569518385539 0.124473783583446 0.132249022936323 0.729803981055435
"бы" 0.37192877000526 0.235950948788674 0.504063053705627 0.282532823666279 0.258551413297928 0.382991002334671 0.462011017185794 0.35426547054454 0.195694716242661 0.368500757193337 0.284777355885399 0.334154062609919 0.229908547488888 0.282361422620955 0.214209745794449 0.268678493265244 0.329556755913496 0.268319514878317 0.342244431701301 0.28336565268773 0.319425529280674 0.304890840687543 0.264498045872646 0.267988066946453
"ему" 0.274250507175595 0.302416004785484 0.439909574143093 0.136280538474323 0.433248314174907 0.249206474121875 0.281775950041886 0.474258613793498 0.382494218110656 0.307925290257446 0.198481187435278 0.21397584710986 0.173708680324937 0.229293495674463 0.305585931063409 0.163698154837103 0.239854917025799 0.344343377427174 0.320399042443771 0.421130981528999 0.363996533366349 0.353841205018112 0.31384469622202 0.180344170838179
"меня" 0.217897663235405 0.159516134392343 0.24744913545549 0.751204919395047 0.24108172321023 0.102305815692138 0.128195364658696 0.154276898462945 0.453655933107988 0.176678445229682 0.819813600276148 0.307773478719662 0.275890256986665 0.338433194488946 0.208217864793205 0.693937830287717 0.836567149626567 0.12163818007817 0.0892020061349135 0.175634471366358 0.386282035409187 0.27971636760325 0.286210572026371 0.657329220812054
"ты" 0.492148170411 0.225981190389153 0.378811022178774 0.239321921223201 0.188672652947137 0.230843891818158 0.333815652527099 0.0799954288326381 0.293542074363992 0.100959111559818 0.358129099068001 0.641927541329581 0.189035916824197 0.392502403075937 0.206719894542894 0.263340509955339 0.214504397340145 0.196767644244099 0.143815479278738 0.346045612729255 0.311997028599728 0.370624187074307 0.540839287829142 0.296640879135696
"всё" 0.202870238184687 0.239274201588515 0.274943483839433 0.405517699850424 0.415778624087209 0.464311009679704 0.420125402990379 0.445688817781841 0.266856431239993 0.201918223119637 0.332240248532965 0.30191112674405 0.00510907883308639 0.0270346042934957 0.0359512860074599 0.0231312610095906 0.429008794680291 0.367597735383294 0.369551168273213 0.442024301542841 0.368948867153646 0.376218514426372 0.343452686431645 0.0421364885135932
"был" 0.285521075963634 0.189425409590908 0.180240728294739 0.279208908093734 0.307466545543482 0.291178090816086 0.366816439468941 0.479972572995829 0.49813200498132 0.368500757193337 0.276147739040387 0.310704654707469 0.187332890546501 0.228292214033963 0.393966175831748 0.341630931833953 0.442659074511027 0.31840582432227 0.306745674157815 0.308829386454599 0.0891420081713507 0.160836911371869 0.132249022936323 0.215738821189597
"сказал" 0.319332782327748 0.259213718387558 0.53155740208957 0.189463187635034 0.345899863736417 0.278061960599145 0.32620008630975 0.251414204902577 0.400284646859989 0.176678445229682 0.379703141180532 0.208113495134248 0.095369471550946 0.148189682793976 0.052428958760879 0.0604971441789292 0.343207035744233 0.500863094439525 0.300374102291035 0.494257601577446 0.0668565061285131 0.0909078194710563 0.0907978366428487 0.0927002747299051
"когда" 0.36817191374258 0.305739257585324 0.323822325410888 0.428785108858235 0.457705880297683 0.236090343904934 0.189119894397482 0.234272327295583 0.24906600249066 0.318021201413428 0.22868484639282 0.266737014890374 0.224799468655801 0.180230695289971 0.188744251539164 0.229533282325937 0.366607515454067 0.166358099224557 0.332231961624933 0.286630233939893 0.121332177788783 0.149648256667739 0.151987683076073 0.160118656351654
"еще" 0.259223082124878 0.249243959988036 0.119142176330421 0.235998005650656 0.192166590964676 0.388237454421447 0.319853781128627 0.245700245700246 0.151218644369329 0.227158001009591 0.20711080428029 0.172939383280572 0.277593283264361 0.276353732777956 0.197732073041029 0.224195299016032 0.327606715937677 0.248642750453907 0.19296760510818 0.215462362642744 0.255045190045809 0.213983021216486 0.223046859579172 0.256189850162647
"ни" 0.191599669396649 0.20604167359011 0.128306959125069 0.18613927206249 0.220118095104993 0.354135515857401 0.378239788794964 0.211416490486258 0.204589930617328 0.196870267541646 0.194166379012772 0.249149958963536 0.333793150428311 0.18523710349247 0.236679299549111 0.222415971246063 0.216454437315965 0.146681334800147 0.232107260861254 0.180857801369818 0.173331682555404 0.183214220780129 0.185543405313647 0.232593416595035
"для" 0.127733112931099 0.0797580671961716 0.186350583491171 0.232674090078112 0.157227210789281 0.144277432386349 0.177696545071459 0.194274612879264 0.142323429994663 0.252397778899546 0.155333103210217 0.181732911243991 0.168599601491851 0.159203780839475 0.256152912803152 0.302485720894646 0.214504397340145 0.178879676585545 0.353167126330066 0.267695662677348 0.116379844001486 0.155242584019804 0.106588764754648 0.234278876135578
"уже" 0.165301675557893 0.159516134392343 0.146636524714364 0.432109024430779 0.457705880297683 0.464311009679704 0.359200873251593 0.548540083423804 0.0800569293719979 0.0757193336698637 0.0819813600276148 0.0674170477195451 0.0681210511078186 0.165211470682474 0.182752370537921 0.208181349086315 0.296406076324565 0.176196481436762 0.163840419431474 0.175634471366358 0.207998019066485 0.188808548132194 0.197386601397497 0.150005899108392
"они" 0.217897663235405 0.172809145591705 0.155801307509012 0.15622403190959 0.157227210789281 0.314787125206579 0.194196938542381 0.211416490486258 0.204589930617328 0.186774356385664 0.25025888850535 0.293117598780631 0.14646025988181 0.19024351169497 0.194736132540408 0.128111599437732 0.19695403755777 0.16904129437334 0.239389057280431 0.199792372632362 0.158474681193512 0.218178766730535 0.151987683076073 0.173602332676004
"нет" 0.108948831617702 0.0996975839952145 0.134416814321501 0.113013129466512 0.185178714929597 0.120668397995855 0.243698118955144 0.222844408890921 0.12453300124533 0.141342756183746 0.176907145322748 0.193457615195216 0.228205521211192 0.275352451137456 0.166274697784502 0.158360171527197 0.142352918234824 0.130582163907448 0.119239416364017 0.216768195143609 0.257521356939458 0.197200039160291 0.203308199439422 0.38428477524397
"их" 0.135246825456458 0.1395766175933 0.143581597116148 0.166195778627223 0.125781768631424 0.411846488811941 0.256390729317391 0.251414204902577 0.169009073118662 0.237253912165573 0.276147739040387 0.266737014890374 0.204363153323456 0.209267862864467 0.218703656545381 0.174374121456914 0.15600319806556 0.14936452994893 0.200249401527357 0.138418245091702 0.141141512937972 0.174822729752031 0.128301290908373 0.215738821189597
"вот" 0.086407694041626 0.179455651191386 0.161911162705444 0.126308791756689 0.167709024841899 0.173132918863618 0.321123042164852 0.171418776069939 0.302437288738659 0.0706713780918728 0.159647911632724 0.117247039512252 0.194144995657283 0.245314001922461 0.101861977021136 0.124552943897795 0.105302158694253 0.152942123480641 0.108316721735252 0.139071161342135 0.267426024514052 0.330065313771835 0.284236706012396 0.310124555460046
"теперь" 0.169058531820573 0.242597454388355 0.140526669517932 0.24596975236829 0.289996855455784 0.181002596993783 0.12946462569492 0.188560653676933 0.0711617149973314 0.136294800605755 0.138073869520193 0.187595263219604 0.119211839438683 0.183234540211471 0.124331530775799 0.160139499297166 0.124802558452448 0.162780505692846 0.237568608175637 0.2526785889174 0.190664850810945 0.155242584019804 0.183569539299672 0.203940604405791
"или" 0.105191975355023 0.176132398391546 0.332987108205536 0.279208908093734 0.16421508682436 0.162640014690066 0.333815652527099 0.125707102451288 0.195694716242661 0.318021201413428 0.159647911632724 0.222769375073279 0.129429997104855 0.111142262095482 0.152792965531705 0.158360171527197 0.247655076929077 0.138631749353797 0.244850404594814 0.137112412590837 0.131236845363377 0.141256765639641 0.134222888950298 0.18540054945981
"очень" 0.127733112931099 0.176132398391546 0.134416814321501 0.176167525344856 0.220118095104993 0.0393483906508224 0.176427284035235 0.0342837552139878 0.0444760718733321 0.318021201413428 0.245944080082844 0.0498299917927072 0.304841703707488 0.107137135533483 0.212711775544138 0.329175637444174 0.319806556034399 0.143103741268436 0.0855611079253252 0.197833623881065 0.165903181874458 0.194402875484259 0.183569539299672 0.234278876135578
"мы" 0.150274250507176 0.106344089594895 0.177185800696523 0.402193784277879 0.104818140526187 0.133784528212796 0.0736171401010332 0.0285697960116565 0.631560220601316 0.116102978293791 0.396962374870556 0.140696447414703 0.214581310989629 0.121155078500481 0.0629147505130548 0.478639170121528 0.245705036953258 0.0912286350586278 0.173852889507842 0.107078265070939 0.222855020428377 0.19020712997021 0.266471911886621 0.288213581432978
"была" 0.214140806972725 0.0797580671961716 0.106922465937557 0.269237161376101 0.230599909157612 0.167886466776842 0.165003934709212 0.199988572081595 0.186799501867995 0.267541645633518 0.138073869520193 0.178801735256185 0.20266012704576 0.100128164049984 0.27113261530626 0.179712104766819 0.193053957606131 0.176196481436762 0.193877829660577 0.263778165174753 0.094094341958648 0.0811177466049426 0.0651375784611741 0.0910148151893614
"него" 0.086407694041626 0.232627695988834 0.226064642267978 0.136280538474323 0.283008979420705 0.173132918863618 0.17515802299901 0.388549225758528 0.151218644369329 0.151438667339727 0.112185018985157 0.108453511548833 0.0936664452732506 0.149190964434476 0.14530311428015 0.108538993968079 0.120902478500809 0.186929262031894 0.166571093088665 0.213503613891446 0.168379348768107 0.176221311590048 0.185543405313647 0.102813031973167
"чтобы" 0.18408595687129 0.146223123192981 0.253558990651922 0.219378427787934 0.199154466999755 0.362005193987566 0.2208514203031 0.26284212330724 0.00889521437466643 0.0757193336698637 0.0215740421125302 0.0586235197561262 0.136242102215637 0.152194809355976 0.191740192039786 0.160139499297166 0.140402878259004 0.132370960673303 0.174763114060239 0.178899052618521 0.0544756716602699 0.1118865470413 0.0750069085310489 0.144949520486761
"быть" 0.12021940040574 0.0996975839952145 0.131361886723285 0.182815356489945 0.115299954578806 0.0891896854751974 0.159926890564313 0.154276898462945 0.0800569293719979 0.181726400807673 0.237314463237832 0.13483409543909 0.143054207326419 0.103132008971484 0.139311233278907 0.163698154837103 0.220354517267604 0.145786936417219 0.173852889507842 0.222644441397502 0.12628451157608 0.146851092991706 0.155935415104023 0.133151303702955
"себя" 0.135246825456458 0.129606859193779 0.198570293884035 0.152900116337045 0.202648405017295 0.118045171952467 0.144695758129617 0.239986286497914 0.0889521437466643 0.0807672892478546 0.142388677942699 0.0703482237073514 0.0851513138847732 0.138176866388978 0.167772668034813 0.177932776996851 0.159903278017199 0.168146895990412 0.152917724802709 0.163881978858572 0.175807849449053 0.186011384456161 0.201334333425447 0.153376818189479
"ей" 0.210383950710046 0.0564952975972882 0.223009714669762 0.142928369619412 0.314454421578561 0.0786967813016448 0.0634630518112355 0.0228558368093252 0.151218644369329 0.151438667339727 0.215740421125302 0.0820729276585766 0.20266012704576 0.103132008971484 0.316071722815585 0.103201010658173 0.0994520387667947 0.0849678463781337 0.147456377488326 0.239620263908748 0.136189179150675 0.142655347477658 0.177647941257747 0.0556201648379431
"были" 0.169058531820573 0.119637100794257 0.0977576831429095 0.189463187635034 0.188672652947137 0.267569056425592 0.23989033584647 0.245700245700246 0.12453300124533 0.212014134275618 0.146703486365205 0.155352327353734 0.095369471550946 0.075096123037488 0.154290935782015 0.151242860447323 0.218404477291784 0.14936452994893 0.186596033241401 0.172369890114195 0.0544756716602699 0.0587404371966826 0.0296079902096246 0.09944211289208
"до" 0.199113381922008 0.116313847994417 0.183295655892955 0.159547947482134 0.136263582684043 0.112798719865691 0.138349452948493 0.171418776069939 0.12453300124533 0.121150933871782 0.172592336900242 0.120178215500059 0.12772697082716 0.149190964434476 0.133319352277664 0.185050088076725 0.152103118113921 0.132370960673303 0.156558623012297 0.116872008827428 0.16342701498081 0.181815638942113 0.195412735383522 0.136522222784042
"ли" 0.139003681719137 0.0864045727958526 0.113032321133989 0.113013129466512 0.122287830613885 0.120668397995855 0.291930038331683 0.165704816867608 0.257961216865326 0.141342756183746 0.289092164307905 0.202251143158635 0.0902603927178596 0.156199935917975 0.118339649774555 0.0907457162683938 0.0994520387667947 0.111799797865965 0.0919326797921047 0.12013659007959 0.23523585489662 0.163634075047901 0.228968457621097 0.180344170838179
"себе" 0.12397625666842 0.129606859193779 0.106922465937557 0.169519694199767 0.178190838894518 0.0813200073450329 0.178965806107684 0.205702531283927 0.0533712862479986 0.116102978293791 0.0819813600276148 0.102591159573221 0.161787496381069 0.150192246074976 0.158784846532948 0.131670254977669 0.154053158089741 0.105539009185471 0.168391542193459 0.182816550121116 0.12628451157608 0.113285128879316 0.132249022936323 0.173602332676004
"ну" 0.146517394244496 0.109667342394736 0.0885929003482617 0.036563071297989 0.0628908843157122 0.0891896854751974 0.173888761962785 0.0514256328209817 0.160113858743996 0.0201918223119637 0.0258888505350362 0.0322429358658694 0.168599601491851 0.254325536686959 0.124331530775799 0.0640557997188662 0.0936019188393362 0.152047725097713 0.0892020061349135 0.169105308862032 0.242664355577566 0.202794366512356 0.185543405313647 0.244391633378841
"даже" 0.0375685626267939 0.0598185503971287 0.0855379727500458 0.172843609772312 0.153733272771741 0.0760735552582566 0.3287386083822 0.234272327295583 0.0444760718733321 0.121150933871782 0.116499827407663 0.0644858717317388 0.139648154771028 0.18824094841397 0.185748311038543 0.16725681037704 0.23595483707416 0.0536639029756634 0.0582543713534129 0.069209122545851 0.148570013618918 0.194402875484259 0.148039951048123 0.27135898602754
"ничего" 0.0788939815162672 0.186102156791067 0.14969145231258 0.1196609606116 0.146745396736662 0.09968258964875 0.15358058538319 0.0742814696303068 0.12453300124533 0.0908632004038364 0.116499827407663 0.0674170477195451 0.122617891994073 0.150192246074976 0.16178078703357 0.149463532677354 0.15795323804138 0.138631749353797 0.0919326797921047 0.17367572261506 0.143617679831621 0.153844002181788 0.144092219020173 0.188771468540898
"этого" 0.0939214065669847 0.0432022863979263 0.0763731899553981 0.0764500581685225 0.0698787603507914 0.0314787125206579 0.0685400959561343 0.0457116736186504 0.062266500622665 0.136294800605755 0.159647911632724 0.114315863524446 0.177114732880328 0.163208907401474 0.188744251539164 0.163698154837103 0.175503597823755 0.128793367141592 0.204800524289342 0.178899052618521 0.101522842639594 0.113285128879316 0.118431960838498 0.205626063946335
"если" 0.206627094447366 0.0564952975972882 0.293273049428729 0.196111018780123 0.199154466999755 0.133784528212796 0.198004721651055 0.142848980058282 0.222380359366661 0.247349823321555 0.224370037970314 0.313635830695275 0.119211839438683 0.132169176545979 0.137813263028596 0.103201010658173 0.0292505996372926 0.0134159757439159 0.0983042516588842 0.169758225112465 0.113903677107837 0.130068110935511 0.108562630768623 0.143264060946217
