"chekhov_V1_36_Nenuzhnaya_pobe" "chekhov_V7_11_Step_Istoriya_" "chekhov_V7_7_Duel" "chekhov_V9_11_Moya_zhizn_Ras" "chekhov_V9_4_Tri_goda" "gogol_bulba" "gogol_md" "gogol_portret" "lermontov_bela" "lermontov_knyaginya_lig" "lermontov_knyazhna_mery" "lermontov_vadim" "leskov_010" "leskov_015" "leskov_018" "leskov_020" "tolstoy_v02_079_226_Junost" "tolstoy_v09_003_360_Vojna_i_mir_Tom_pervyj" "tolstoy_v12_003_341_Vojna_i_mir_Tom_chetvertyj" "tolstoy_v18_003_458_Anna_Karenina_Chasti_1_4" "turgenev_dym" "turgenev_nov" "turgenev_otsy_i_deti" "unknown_013"
"платье" 0.0375685626267939 0.00996975839952145 0.0183295655892955 0.0498587335881669 0.024457566122777 0.0104929041735526 0.0139618713984718 0.0285697960116565 0 0.0201918223119637 0.00431480842250604 0.0175870559268378 0.0119211839438683 0.00801025312399872 0.0239675240049733 0.0160139499297166 0.0331506795889316 0.0169935692756268 0.0109226946287649 0.0228520687651395 0.0396186702983781 0.0209787275702438 0.0197386601397497 0.00505637862163119
"прибавил" 0 0.00664650559968097 0.00305492759821592 0 0 0.00262322604338816 0.0241159596882695 0 0.0355808574986657 0.0201918223119637 0.0388332758025544 0.00586235197561262 0 0.00300384492149952 0 0.00177932776996851 0.0253505196856536 0.0357759353171089 0.011832919181162 0.0287283150190325 0.047047170979324 0.0433560369785038 0.0651375784611741 0
"душе" 0.00375685626267939 0.0132930111993619 0.0122197103928637 0.036563071297989 0.024457566122777 0.0236090343904934 0.00888482725357297 0.0742814696303068 0.00889521437466643 0.0201918223119637 0.0388332758025544 0.0175870559268378 0.0102181576661728 0.00901153476449856 0.0179756430037299 0.0195726054696536 0.0175503597823755 0.0107327805951327 0.0345885329910889 0.0319928962711953 0.00495233378729726 0.00979007286611376 0.00986933006987486 0.00337091908108746
"всякий" 0.0112705687880382 0.0265860223987239 0.0213844931875115 0.0664783114508891 0.0174696900876978 0.0629574250413158 0.0165003934709212 0 0.0177904287493329 0.0454316002019182 0.0258888505350362 0.0146558799390315 0.0153272364992592 0.0140179429669978 0.0374492562577707 0.0177932776996851 0.0234004797098341 0.00894398382927724 0.0136533682859561 0.00848791125562324 0.0123808344682432 0.0153844002181788 0.0138170620978248 0.00674183816217492
"господа" 0.0450822751521527 0.00996975839952145 0.0672084071607503 0.0199434934352667 0.0104818140526187 0 0.0241159596882695 0.0057139592023313 0 0.00504795557799091 0.0345184673800483 0.0117247039512252 0.0306544729985184 0.0140179429669978 0.00449391075093249 0.00177932776996851 0.0370507595405706 0.0268319514878317 0.00182044910479415 0.00391749750259534 0.00495233378729726 0.0349645459504063 0.0375034542655245 0.0320237312703309
"позвольте" 0.0150274250507176 0 0.0122197103928637 0.00997174671763337 0.00349393801753957 0.00786967813016448 0.0596552687025614 0.0114279184046626 0 0.0100959111559818 0.0172592336900242 0 0.0170302627769546 0.0270346042934957 0.0119837620024866 0.00889663884984253 0.0019500399758195 0.00536639029756634 0.00182044910479415 0.00652916250432557 0.0594280054475672 0.0377617096264388 0.0414511862934744 0.043821948054137
"старик" 0.0262979938387557 0.0631418031969692 0.00610985519643184 0.0132956622901778 0.0873484504384892 0 0.0101540882897977 0.0628535512256442 0.0177904287493329 0 0 0.0205182319146442 0.00340605255539093 0.031039730855495 0.00149797025031083 0.0160139499297166 0.0175503597823755 0.0268319514878317 0.000910224552397076 0.0261166500173023 0.00495233378729726 0.00559432735206501 0.0276341241956496 0.0151691358648936
"мимо" 0.0112705687880382 0.0332325279984048 0.0244394207857274 0.00997174671763337 0.0349393801753957 0.00786967813016448 0.0317315259056178 0.0171418776069939 0.0444760718733321 0 0.0690369347600966 0.0205182319146442 0.00681210511078186 0.00801025312399872 0.00599188100124332 0.0124552943897795 0.00975019987909752 0.0384591304658921 0.0145635928383532 0.0150170737599488 0.0173331682555404 0.01118865470413 0.0197386601397497 0.0134836763243498
"мной" 0.0225411375760763 0.00664650559968097 0.0244394207857274 0.00997174671763337 0.0279515041403166 0 0.00253852207244942 0.0057139592023313 0.0444760718733321 0 0.0215740421125302 0.0117247039512252 0.00681210511078186 0.0180230695289971 0.0104857917521758 0.00889663884984253 0.0780015990327802 0.0125215773609881 0.00910224552397076 0.0235049850155721 0.0247616689364863 0.0237758912462763 0.0276341241956496 0.0286528121892434
"никакого" 0.00751371252535878 0.0132930111993619 0.00305492759821592 0.00997174671763337 0.0174696900876978 0.0104929041735526 0.0355393090142919 0.0114279184046626 0 0.0252397778899546 0.0129444252675181 0.0117247039512252 0.0204363153323456 0.0140179429669978 0.0269634645055949 0.0391452109393071 0.0175503597823755 0.00983838221220496 0.0273067365719123 0.017628738761679 0.00990466757459453 0.0139858183801625 0.00592159804192491 0.0252818931081559
"maman" 0 0 0 0 0 0 0 0 0 0 0 0 0.00170302627769546 0 0.0119837620024866 0.313161687514457 0.0312006396131121 0.00536639029756634 0.00910224552397076 0.0124054087582186 0 0 0 0
"старый" 0.0488391314148321 0.00664650559968097 0.00916478279464777 0.0132956622901778 0.0104818140526187 0.0839432333884211 0.00634630518112355 0.0057139592023313 0.00889521437466643 0.0151438667339727 0 0.038105287841482 0.00851513138847732 0.0230294777314963 0.00898782150186497 0.00889663884984253 0.00975019987909752 0.0321983417853981 0.0218453892575298 0.0182816550121116 0.0173331682555404 0.00559432735206501 0.0118431960838498 0.0101127572432624
"таких" 0.0150274250507176 0.0132930111993619 0.0336042035803751 0.00997174671763337 0.024457566122777 0.0419716166942105 0.0380778310867413 0.0228558368093252 0 0.0353356890459364 0.0172592336900242 0.0205182319146442 0.022139341610041 0.00801025312399872 0.0239675240049733 0.0195726054696536 0.0175503597823755 0.0143103741268436 0.0136533682859561 0.00979374375648836 0.00495233378729726 0.0139858183801625 0.00986933006987486 0.0286528121892434
"должны" 0.00751371252535878 0 0.0274943483839433 0.0299152401529001 0.024457566122777 0.00262322604338816 0.0126926103622471 0.0171418776069939 0.00889521437466643 0.0201918223119637 0.0388332758025544 0.00879352796341892 0.0102181576661728 0.0160205062479974 0.0209715835043516 0.0266899165495276 0.0136502798307365 0.0107327805951327 0.0254862874671181 0.0195874875129767 0.0544756716602699 0.0125872365421463 0.00986933006987486 0.018540054945981
"дороге" 0.0150274250507176 0.0598185503971287 0.0213844931875115 0.0199434934352667 0 0.0209858083471053 0.0253852207244942 0.0057139592023313 0.0355808574986657 0.00504795557799091 0.0302036589575423 0.038105287841482 0.0102181576661728 0.0050064082024992 0.00748985125155414 0.0195726054696536 0.0136502798307365 0.0223599595731931 0.0418703294102655 0.00783499500519068 0.0074285006809459 0.0139858183801625 0.0197386601397497 0.00505637862163119
"иванович" 0 0.00332325279984048 0 0 0 0 0.048231919376539 0.0057139592023313 0 0 0 0 0 0.00300384492149952 0.00149797025031083 0.00889663884984253 0 0.00536639029756634 0.000910224552397076 0.051580383784172 0.00247616689364863 0.00139858183801625 0.159883147131973 0.0235964335676122
"понял" 0 0.00332325279984048 0.0213844931875115 0.00997174671763337 0.0419272562104748 0.00524645208677632 0.00380778310867413 0.0057139592023313 0.00889521437466643 0.0151438667339727 0.0129444252675181 0.0205182319146442 0.00170302627769546 0.0210269144504966 0.0104857917521758 0.014234622159748 0.0175503597823755 0.025937553104904 0.0273067365719123 0.0365633100242232 0.0074285006809459 0.01118865470413 0.0177647941257747 0.0134836763243498
"случае" 0.0150274250507176 0.00664650559968097 0.0183295655892955 0.0132956622901778 0.00349393801753957 0.0236090343904934 0.0203081765795954 0.0171418776069939 0.00889521437466643 0.0100959111559818 0.0215740421125302 0.0117247039512252 0.0102181576661728 0.00901153476449856 0.0314573752565274 0.010675966619811 0.015600319806556 0.00983838221220496 0.0291271856767064 0.0110995762573535 0.0222855020428377 0.0349645459504063 0.0335557222375745 0.0235964335676122
"шел" 0.0150274250507176 0.0398790335980858 0.0213844931875115 0.0432109024430779 0.0209636281052374 0.0183625823037171 0.00634630518112355 0.0057139592023313 0.0177904287493329 0.0252397778899546 0.0215740421125302 0.0146558799390315 0.0119211839438683 0.0140179429669978 0.0179756430037299 0.0213519332396221 0.0175503597823755 0.0241487563390485 0.0209351647051328 0.0215462362642744 0.0173331682555404 0.0139858183801625 0.00394773202794994 0.00674183816217492
"генерал" 0.00751371252535878 0 0 0.00664783114508891 0 0 0.0241159596882695 0.0057139592023313 0 0 0 0 0 0.00100128164049984 0 0.010675966619811 0.00585011992745851 0.0590302932732298 0.0172942664955445 0.00522333000346046 0.128760678469729 0.00559432735206501 0.00592159804192491 0.0758456793244678
"стоит" 0.0375685626267939 0.0265860223987239 0.0274943483839433 0.0132956622901778 0.00698787603507914 0.0209858083471053 0.0190389155433707 0.0228558368093252 0.0355808574986657 0.0100959111559818 0.00862961684501208 0.00293117598780631 0.0340605255539093 0.0260333226529958 0.0149797025031083 0.00533798330990552 0.00390007995163901 0.0125215773609881 0.00910224552397076 0.0130583250086511 0.0173331682555404 0.0251744730842925 0.0256602581816746 0.0303382717297871
"места" 0.018784281313397 0.0332325279984048 0.0183295655892955 0.00332391557254446 0.00698787603507914 0.0131161302169408 0.0317315259056178 0.0285697960116565 0.0355808574986657 0.0151438667339727 0.0129444252675181 0.00586235197561262 0.0204363153323456 0.025032041012496 0.0164776727534191 0.0355865553993701 0.0214504397340145 0.0178879676585545 0.011832919181162 0.0110995762573535 0.00990466757459453 0.00979007286611376 0.00986933006987486 0.018540054945981
"доктор" 0.018784281313397 0.00664650559968097 0.0610985519643184 0.109689213893967 0.0628908843157122 0 0.00126926103622471 0.0057139592023313 0 0 0.176907145322748 0 0.0119211839438683 0 0 0.00889663884984253 0.00390007995163901 0.00894398382927724 0.00819202097157369 0.033951645022493 0 0.00139858183801625 0.0256602581816746 0.0101127572432624
"дочь" 0.0751371252535878 0 0.0152746379910796 0.0332391557254446 0.0174696900876978 0.00524645208677632 0.00634630518112355 0.0171418776069939 0.0355808574986657 0.0252397778899546 0.0517777010700725 0.0175870559268378 0.0170302627769546 0.00400512656199936 0.061416780262744 0.0160139499297166 0.011700239854917 0.0196767644244099 0.0100124700763678 0.0189345712625442 0.0173331682555404 0.0027971636760325 0.00197386601397497 0.0117982167838061
"видимо" 0.00751371252535878 0.00664650559968097 0 0 0 0 0.00126926103622471 0.0057139592023313 0 0 0 0.00293117598780631 0.00510907883308639 0.00300384492149952 0 0.00711731107987402 0.0546011193229461 0.0742350657830011 0.0455112276198538 0.017628738761679 0.00990466757459453 0.00419574551404875 0.0197386601397497 0.00505637862163119
"наши" 0.018784281313397 0.0166162639992024 0.0213844931875115 0.0531826491607113 0.0139757520701583 0.0288554864772697 0.00761556621734826 0.0057139592023313 0.062266500622665 0.0201918223119637 0.0258888505350362 0.0263805838902568 0.00851513138847732 0.0130166613264979 0.00748985125155414 0.0177932776996851 0.0273005596614731 0.0196767644244099 0.00819202097157369 0.00652916250432557 0.0321901696174322 0.00559432735206501 0.0375034542655245 0.0337091908108746
"слезы" 0.0150274250507176 0.0132930111993619 0.0152746379910796 0.0332391557254446 0.024457566122777 0.0131161302169408 0.00888482725357297 0.0171418776069939 0.0444760718733321 0.0151438667339727 0.0215740421125302 0.0439676398170946 0.0238423678877365 0.0160205062479974 0.00748985125155414 0.00889663884984253 0.0175503597823755 0.0232543579561208 0.0145635928383532 0.0215462362642744 0.0346663365110809 0.00839149102809751 0.0118431960838498 0.00337091908108746
"вообще" 0 0.00664650559968097 0.0183295655892955 0.0299152401529001 0.0174696900876978 0.00524645208677632 0.0126926103622471 0.0114279184046626 0 0.0151438667339727 0.0172592336900242 0.00879352796341892 0.0170302627769546 0.00600768984299904 0.0179756430037299 0.0177932776996851 0.0273005596614731 0.00894398382927724 0.0109226946287649 0.0189345712625442 0.0420948371920267 0.0209787275702438 0.0414511862934744 0.037080109891962
"далеко" 0.0112705687880382 0.0598185503971287 0.00610985519643184 0.0332391557254446 0.0104818140526187 0.065580651084704 0.0215774376158201 0.0114279184046626 0.0177904287493329 0.0100959111559818 0.0172592336900242 0.0322429358658694 0.0238423678877365 0.0130166613264979 0.0194736132540408 0.0160139499297166 0.0136502798307365 0.0232543579561208 0.0100124700763678 0.00718207875475813 0.0173331682555404 0.00559432735206501 0.0157909281117998 0.00337091908108746
"ехать" 0.00375685626267939 0.0232627695988834 0.0274943483839433 0 0.0174696900876978 0.00786967813016448 0.0190389155433707 0 0.0177904287493329 0.0151438667339727 0 0 0.00170302627769546 0.00801025312399872 0.00748985125155414 0.0231312610095906 0.0390007995163901 0.0205711628073376 0.0218453892575298 0.0372162262746557 0.0123808344682432 0.0181815638942113 0.00592159804192491 0.0117982167838061
"матушка" 0 0.00996975839952145 0.00916478279464777 0 0 0 0.0342700479780672 0 0 0.0353356890459364 0 0.00879352796341892 0.0119211839438683 0.0200256328099968 0.0134817322527975 0.179712104766819 0.00975019987909752 0.00357759353171089 0.00182044910479415 0.00195874875129767 0 0 0.00986933006987486 0.0404510289730495
"очевидно" 0 0.00332325279984048 0.0122197103928637 0.0398869868705335 0.0349393801753957 0 0 0.0057139592023313 0 0 0 0 0.00851513138847732 0.00600768984299904 0.00898782150186497 0.010675966619811 0.00975019987909752 0.0375647320829644 0.047331676724648 0.0378691425250883 0.00990466757459453 0.00839149102809751 0.00394773202794994 0.00505637862163119
"павел" 0 0.00332325279984048 0 0.00332391557254446 0 0 0.039347092122966 0 0 0 0 0 0 0.00300384492149952 0 0.00355865553993701 0 0 0 0 0.00495233378729726 0.0419574551404875 0.300027634124196 0.00168545954054373
"пьера" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0661854803366515 0.135623458307164 0 0 0 0 0
"словом" 0.00375685626267939 0 0.0244394207857274 0.00997174671763337 0.00349393801753957 0.0131161302169408 0.078694184245932 0.097137306439632 0 0.0201918223119637 0.00862961684501208 0.0175870559268378 0.0102181576661728 0.0160205062479974 0.0254654942552841 0.0302485720894646 0.00780015990327802 0.00447199191463862 0.00637157186677953 0.00587624625389301 0.0173331682555404 0.00419574551404875 0.0138170620978248 0.0269673526486997
"сын" 0.0262979938387557 0.0166162639992024 0.00610985519643184 0.0166195778627223 0 0.0341019385640461 0.0126926103622471 0.0114279184046626 0.00889521437466643 0.0151438667339727 0 0.038105287841482 0.00170302627769546 0.0180230695289971 0.0179756430037299 0.0160139499297166 0.0175503597823755 0.0438255207634585 0.00728179641917661 0.0130583250086511 0.0123808344682432 0.00419574551404875 0.0394773202794994 0.0134836763243498
"думать" 0.0150274250507176 0.0265860223987239 0.0152746379910796 0.0265913245803557 0.0174696900876978 0.0131161302169408 0.00888482725357297 0.0171418776069939 0 0.0100959111559818 0.00431480842250604 0.0146558799390315 0.0187332890546501 0.00901153476449856 0.0134817322527975 0.0160139499297166 0.0312006396131121 0.0107327805951327 0.023665838362324 0.0306870637703302 0.00990466757459453 0.0125872365421463 0.0197386601397497 0.0117982167838061
"одни" 0.018784281313397 0.0232627695988834 0.00610985519643184 0.036563071297989 0.0209636281052374 0.0288554864772697 0.0228466986520448 0.0228558368093252 0 0.0555275113579001 0.0129444252675181 0.0175870559268378 0.0102181576661728 0.00901153476449856 0.00898782150186497 0.0195726054696536 0.0136502798307365 0.0116271789780604 0.0172942664955445 0.0169758225112465 0.027237835830135 0.00699290919008126 0.0177647941257747 0.0269673526486997
"понять" 0.00751371252535878 0.0132930111993619 0.0213844931875115 0.0166195778627223 0.024457566122777 0.00262322604338816 0.0139618713984718 0.0285697960116565 0 0.0100959111559818 0 0.00586235197561262 0.00681210511078186 0.00600768984299904 0.0149797025031083 0.010675966619811 0.0175503597823755 0.0232543579561208 0.0318578593338977 0.0254637337668697 0.0247616689364863 0.02237730940826 0.0217125261537247 0.00674183816217492
"т" 0.0150274250507176 0 0 0.00664783114508891 0.0104818140526187 0 0.00507704414489884 0 0 0.0353356890459364 0 0 0.00170302627769546 0.00300384492149952 0.00149797025031083 0.00711731107987402 0.0604512392504046 0.0169935692756268 0.0973940271064872 0.0124054087582186 0.00495233378729726 0.016782982056195 0.00197386601397497 0.00337091908108746
"туда" 0.00751371252535878 0.0265860223987239 0.0152746379910796 0.00997174671763337 0.024457566122777 0.0288554864772697 0.0177696545071459 0.0057139592023313 0.0355808574986657 0.0100959111559818 0.0129444252675181 0.0263805838902568 0.0187332890546501 0.0140179429669978 0.0164776727534191 0.014234622159748 0.0136502798307365 0.0134159757439159 0.0318578593338977 0.0091408275060558 0.0074285006809459 0.02237730940826 0.0138170620978248 0.0202255144865248
"хочет" 0 0.0199395167990429 0.0366591311785911 0.0132956622901778 0.0314454421578561 0.0183625823037171 0.00761556621734826 0.0114279184046626 0 0.0201918223119637 0.0215740421125302 0.0234494079024505 0.0170302627769546 0.0150192246074976 0.0209715835043516 0.0177932776996851 0.0292505996372926 0.016099170892699 0.0163840419431474 0.0163229062608139 0.0074285006809459 0.00839149102809751 0.00986933006987486 0.0337091908108746
"час" 0.018784281313397 0.00996975839952145 0.00916478279464777 0.0232674090078112 0.0104818140526187 0.0445948427375987 0.0330007869418425 0.0457116736186504 0.0177904287493329 0.0201918223119637 0.0302036589575423 0.0322429358658694 0.0136242102215637 0.0290371675744954 0.0119837620024866 0.0231312610095906 0.00585011992745851 0.0116271789780604 0.00364089820958831 0.011752492507786 0.0173331682555404 0.0251744730842925 0.00197386601397497 0.00674183816217492
"месте" 0.018784281313397 0.0199395167990429 0.0152746379910796 0.0166195778627223 0 0.0393483906508224 0.0253852207244942 0.0342837552139878 0.0355808574986657 0.00504795557799091 0.0345184673800483 0.0175870559268378 0.0136242102215637 0.0160205062479974 0.0179756430037299 0.00889663884984253 0.0273005596614731 0.0196767644244099 0.0145635928383532 0.011752492507786 0.0148570013618918 0.0139858183801625 0.00986933006987486 0.0134836763243498
"дать" 0.0225411375760763 0.00664650559968097 0.0244394207857274 0.0132956622901778 0.024457566122777 0.0262322604338816 0.0190389155433707 0.0342837552139878 0.00889521437466643 0.0201918223119637 0.0172592336900242 0.00293117598780631 0.00851513138847732 0.0100128164049984 0.0269634645055949 0.0124552943897795 0.0312006396131121 0.0205711628073376 0.0191147156003386 0.0156699900103814 0.00990466757459453 0.0209787275702438 0.00789546405589989 0.00842729770271865
"знала" 0.0112705687880382 0.00332325279984048 0.00305492759821592 0.00332391557254446 0.0139757520701583 0 0.00380778310867413 0.0057139592023313 0.00889521437466643 0.0100959111559818 0.0172592336900242 0.0263805838902568 0.0204363153323456 0.0050064082024992 0.0569228695118115 0.00533798330990552 0.00585011992745851 0.0143103741268436 0.0273067365719123 0.0470099700311441 0.00990466757459453 0.00419574551404875 0.00789546405589989 0
"напротив" 0 0.00332325279984048 0.00916478279464777 0.0166195778627223 0 0.00262322604338816 0.0126926103622471 0.0171418776069939 0.00889521437466643 0.0252397778899546 0.0302036589575423 0 0.00510907883308639 0.0210269144504966 0.0149797025031083 0.014234622159748 0.0487509993954876 0.0196767644244099 0.0218453892575298 0.0189345712625442 0.0222855020428377 0.0209787275702438 0.0256602581816746 0.00842729770271865
"ольга" 0 0.00996975839952145 0.0152746379910796 0 0 0 0 0 0 0 0 0.234494079024505 0 0.00200256328099968 0.185748311038543 0.00355865553993701 0 0.00178879676585545 0 0 0 0 0 0
"est" 0 0 0 0 0 0 0 0.0171418776069939 0 0.0100959111559818 0.00431480842250604 0 0.00170302627769546 0 0.00898782150186497 0 0.00585011992745851 0.103750212419616 0.0409601048578684 0.00130583250086511 0.0445710040856754 0.0237758912462763 0.00592159804192491 0.00168545954054373
"мере" 0 0 0.00305492759821592 0.0166195778627223 0.00698787603507914 0.0209858083471053 0.0380778310867413 0.0228558368093252 0.0355808574986657 0.0353356890459364 0.0215740421125302 0.0234494079024505 0.00681210511078186 0.0170217878884973 0.0269634645055949 0.0266899165495276 0.011700239854917 0.00715518706342179 0.0127431437335591 0.0137112412590837 0.0148570013618918 0.016782982056195 0.0177647941257747 0.0219109740270685
"невольно" 0 0 0.00305492759821592 0.00997174671763337 0.00349393801753957 0.0104929041735526 0.00507704414489884 0.0799954288326381 0.0533712862479986 0.0201918223119637 0.0258888505350362 0.0205182319146442 0.00681210511078186 0.0050064082024992 0 0.00533798330990552 0.0253505196856536 0.0232543579561208 0.0336783084386918 0.0326458125216278 0.0198093351491891 0.016782982056195 0.0138170620978248 0.00337091908108746
"вместо" 0.0262979938387557 0.0166162639992024 0.0152746379910796 0.0132956622901778 0.0174696900876978 0.0367251646074342 0.0228466986520448 0.0114279184046626 0.0177904287493329 0.0151438667339727 0.00431480842250604 0.0263805838902568 0.00851513138847732 0.0240307593719962 0.0194736132540408 0.0213519332396221 0.0234004797098341 0.0125215773609881 0.0200249401527357 0.0124054087582186 0.00247616689364863 0.00839149102809751 0.0177647941257747 0.00674183816217492
"вчера" 0.00751371252535878 0.0166162639992024 0.0305492759821592 0.00664783114508891 0.0314454421578561 0.00786967813016448 0.00634630518112355 0.0114279184046626 0.0177904287493329 0.0151438667339727 0.0517777010700725 0.0234494079024505 0.0153272364992592 0.031039730855495 0.00449391075093249 0.014234622159748 0.00585011992745851 0.00983838221220496 0.00819202097157369 0.0306870637703302 0.0198093351491891 0.00559432735206501 0.0197386601397497 0.0168545954054373
"вокруг" 0.018784281313397 0.0265860223987239 0.00916478279464777 0.00664783114508891 0.00349393801753957 0.0288554864772697 0.0114233493260224 0.0171418776069939 0.00889521437466643 0.0100959111559818 0.0215740421125302 0.0556923437683199 0.00681210511078186 0.019024351169497 0.0134817322527975 0.0249105887795591 0.00585011992745851 0.0223599595731931 0.0273067365719123 0.0110995762573535 0.0173331682555404 0.00699290919008126 0.0177647941257747 0.00674183816217492
"окна" 0.0300548501014351 0.00664650559968097 0.039714058776807 0.0299152401529001 0.0314454421578561 0.015739356260329 0.0215774376158201 0.0171418776069939 0.00889521437466643 0.0201918223119637 0.0604073179150846 0.0205182319146442 0.0357635518316048 0.0210269144504966 0.00898782150186497 0.00889663884984253 0.0234004797098341 0.0116271789780604 0.00364089820958831 0.00326458125216278 0.00495233378729726 0.0237758912462763 0.00986933006987486 0.018540054945981
"ужасно" 0.0338117063641145 0 0.0244394207857274 0.0265913245803557 0.0209636281052374 0 0.00126926103622471 0.0057139592023313 0.0177904287493329 0.0353356890459364 0.0560925094925785 0.00586235197561262 0.0323574992762138 0.0110140980454982 0.00599188100124332 0.0195726054696536 0.0273005596614731 0.00536639029756634 0.0127431437335591 0.0346045612729255 0.0123808344682432 0.00699290919008126 0.0177647941257747 0.0117982167838061
"истомин" 0 0 0 0 0 0 0 0 0 0 0 0 0.364447623426829 0 0 0 0 0 0 0 0 0 0 0
"кому" 0.0112705687880382 0.0199395167990429 0.0213844931875115 0.0199434934352667 0.00349393801753957 0.015739356260329 0.0139618713984718 0.0342837552139878 0.00889521437466643 0.00504795557799091 0.00862961684501208 0.0146558799390315 0.025545394165432 0.0270346042934957 0.0344533157571491 0.010675966619811 0.0253505196856536 0.0152047725097713 0.00910224552397076 0.0104466600069209 0.0222855020428377 0.0139858183801625 0.00789546405589989 0.0151691358648936
"любит" 0.0413254188894733 0.0199395167990429 0.0183295655892955 0.0265913245803557 0.0314454421578561 0.0104929041735526 0.0165003934709212 0.0057139592023313 0.0355808574986657 0.0100959111559818 0.0690369347600966 0.0205182319146442 0.0204363153323456 0.0120153796859981 0.0209715835043516 0.0195726054696536 0.0175503597823755 0.00804958544634951 0.00546134731438246 0.0169758225112465 0.0123808344682432 0.0125872365421463 0.0177647941257747 0.00842729770271865
"минуты" 0.0150274250507176 0.00996975839952145 0.00916478279464777 0.00332391557254446 0.00698787603507914 0.0131161302169408 0.0126926103622471 0.0171418776069939 0.0266856431239993 0.0656234225138819 0.0474628926475665 0.0293117598780631 0.0204363153323456 0.0140179429669978 0.0104857917521758 0.0195726054696536 0.0175503597823755 0.0241487563390485 0.011832919181162 0.0248108175164372 0.00990466757459453 0.00699290919008126 0.00394773202794994 0.00674183816217492
"всеми" 0.00375685626267939 0.0132930111993619 0.0152746379910796 0 0.00349393801753957 0.0209858083471053 0.0152311324346965 0.0171418776069939 0.0266856431239993 0.0151438667339727 0.00431480842250604 0.0117247039512252 0.0187332890546501 0.0180230695289971 0.0209715835043516 0.00711731107987402 0.0234004797098341 0.016099170892699 0.0327680838862947 0.0228520687651395 0.0074285006809459 0.00699290919008126 0.0118431960838498 0.0101127572432624
"иначе" 0.0150274250507176 0.00332325279984048 0.039714058776807 0.00664783114508891 0.00698787603507914 0.00786967813016448 0.0101540882897977 0.0171418776069939 0.00889521437466643 0.00504795557799091 0.0215740421125302 0.0117247039512252 0.0119211839438683 0.0130166613264979 0.0254654942552841 0.0338072276294016 0.0234004797098341 0.0107327805951327 0.0227556138099269 0.0130583250086511 0.00990466757459453 0.0153844002181788 0.0138170620978248 0.0320237312703309
"возле" 0.0338117063641145 0.0398790335980858 0.00305492759821592 0.0332391557254446 0.0314454421578561 0.0314787125206579 0.0203081765795954 0.0057139592023313 0.0533712862479986 0.060575466935891 0.0474628926475665 0.0468988158049009 0.0289514467208229 0.0110140980454982 0.0104857917521758 0.010675966619811 0 0.000894398382927724 0 0 0.0297140027237836 0.0265730549223088 0.0375034542655245 0.00842729770271865
"которому" 0.0150274250507176 0.00664650559968097 0.00916478279464777 0 0.0174696900876978 0.0104929041735526 0.0152311324346965 0.0457116736186504 0 0.00504795557799091 0.0129444252675181 0.00586235197561262 0.0153272364992592 0.0170217878884973 0.0224695537546624 0.0284692443194961 0.0234004797098341 0.0196767644244099 0.0209351647051328 0.0189345712625442 0.0222855020428377 0.0153844002181788 0.00394773202794994 0.00505637862163119
"хуже" 0 0.00664650559968097 0.0152746379910796 0.0166195778627223 0.00349393801753957 0.00262322604338816 0.0114233493260224 0.0114279184046626 0.0533712862479986 0.0201918223119637 0.0172592336900242 0.0175870559268378 0.00681210511078186 0.0130166613264979 0.0149797025031083 0.00533798330990552 0.0312006396131121 0.0125215773609881 0.00910224552397076 0.0319928962711953 0.0123808344682432 0.0251744730842925 0.0157909281117998 0.0286528121892434
"нечего" 0.0112705687880382 0.0299092751985644 0.00610985519643184 0.0132956622901778 0.0174696900876978 0.0262322604338816 0.0215774376158201 0.0228558368093252 0.0355808574986657 0.0201918223119637 0.00431480842250604 0.0117247039512252 0.0119211839438683 0.0120153796859981 0.0119837620024866 0.00711731107987402 0.011700239854917 0.0143103741268436 0.00728179641917661 0.0137112412590837 0.0297140027237836 0.03356596411239 0.0256602581816746 0.0219109740270685
"сквозь" 0.0150274250507176 0.0332325279984048 0.00305492759821592 0.0199434934352667 0.0104818140526187 0.0209858083471053 0.0190389155433707 0.0457116736186504 0.00889521437466643 0.0454316002019182 0.0431480842250604 0.0556923437683199 0.0204363153323456 0.019024351169497 0.00449391075093249 0.00889663884984253 0.0253505196856536 0.0134159757439159 0.00637157186677953 0.00391749750259534 0.0297140027237836 0.016782982056195 0.0138170620978248 0.0101127572432624
"бога" 0.0300548501014351 0.0365557807982453 0.0427689863750229 0.0132956622901778 0.0419272562104748 0.0131161302169408 0.00634630518112355 0.0114279184046626 0 0.00504795557799091 0 0.0322429358658694 0.0102181576661728 0.0220281960909965 0.0179756430037299 0.0124552943897795 0 0.0116271789780604 0.0127431437335591 0.0150170737599488 0.0074285006809459 0.00699290919008126 0.0118431960838498 0.043821948054137
"должна" 0.00751371252535878 0 0.0244394207857274 0.00664783114508891 0.00698787603507914 0.00262322604338816 0.0101540882897977 0 0.0266856431239993 0.0100959111559818 0.0388332758025544 0.00879352796341892 0.0119211839438683 0.00901153476449856 0.0464370777596357 0.0213519332396221 0.011700239854917 0.0169935692756268 0.0218453892575298 0.0248108175164372 0.0346663365110809 0.00699290919008126 0.00197386601397497 0.00674183816217492
